Video,Total Views,Artist,Title,Total Views_normalized
Grupo Frontera x Grupo Firme - EL AMOR DE SU VIDA (Video Oficial),916482840,Grupo Frontera x Grupo Firme,EL AMOR DE SU VIDA (Video Oficial),0.06647688739069264
Whitney Houston - I Have Nothing (Official HD Video),916306129,Whitney Houston,I Have Nothing (Official HD Video),0.06645561012055512
Carla Morrison - Disfruto (letra),914039616,Carla Morrison,Disfruto (letra),0.06618270572087889
"Full Song: O SAKI SAKI | Batla House | Nora Fatehi, Tanishk B,Neha K,Tulsi K, B Praak,Vishal-Shekhar",912421838,"Full Song: O SAKI SAKI | Batla House | Nora Fatehi, Tanishk B,Neha K,Tulsi K, B Praak,Vishal-Shekhar",,0.06598791366193221
The Weeknd - Blinding Lights (Official Video),912344309,The Weeknd,Blinding Lights (Official Video),0.06597857861501101
Jennifer Lopez - Ain't Your Mama (Official Video),912056696,Jennifer Lopez,Ain't Your Mama (Official Video),0.0659439479497097
"Bole Chudiyan Full Video - K3G|Amitabh, Shah Rukh, Kajol, Kareena, Hrithik|Udit Narayan",911547859,Bole Chudiyan Full Video,"K3G|Amitabh, Shah Rukh, Kajol, Kareena, Hrithik|Udit Narayan",0.06588268033023517
Zé Neto e Cristiano - NOTIFICAÇÃO PREFERIDA - #EsqueceOMundoLaFora,911365954,Zé Neto e Cristiano,NOTIFICAÇÃO PREFERIDA,0.06586077766529431
Rauw Alejandro & Camilo - Tattoo Remix (Video Oficial),911192848,Rauw Alejandro & Camilo,Tattoo Remix (Video Oficial),0.06583993446297853
Rae Sremmurd - No Type (Official Video),910797617,Rae Sremmurd,No Type (Official Video),0.0657923458196359
Maluma - HP (Official Video),910414162,Maluma,HP (Official Video),0.06574617509104187
BLACKPINK - '불장난 (PLAYING WITH FIRE)' M/V,910204473,BLACKPINK,'불장난 (PLAYING WITH FIRE)' M/V,0.06572092703349104
The Black Eyed Peas - Pump It (Official Music Video),909427437,The Black Eyed Peas,Pump It (Official Music Video),0.06562736633337292
米津玄師  Kenshi Yonezu  - Lemon,908358500,米津玄師  Kenshi Yonezu ,Lemon,0.06549865866203959
ButtaBomma Video Song (4K) (Telugu) | #AlaVaikunthapurramuloo | Allu Arjun | Thaman S | Armaan Malik,908188224,ButtaBomma Video Song (4K) (Telugu) | #AlaVaikunthapurramuloo | Allu Arjun | Thaman S | Armaan Malik,,0.0654781562119944
Bruno Mars - It Will Rain (Official Music Video),908100907,Bruno Mars,It Will Rain (Official Music Video),0.06546764261976416
Anuel AA & Haze - Amanece [Official Video],907967912,Anuel AA & Haze,Amanece [Official Video],0.06545162906915362
Bruno Mars - Finesse (Remix) (feat. Cardi B) (Official Music Video),907757890,Bruno Mars,Finesse (Remix) (feat. Cardi B) (Official Music Video),0.0654263409160176
Full Video: Papa Mere Papa | Main Aisa Hi Hoon | Sushmita Sen |  Himesh Reshammiya,907642831,Full Video: Papa Mere Papa | Main Aisa Hi Hoon | Sushmita Sen |  Himesh Reshammiya,,0.06541248698827823
Selena Gomez - The Heart Wants What It Wants (Official Video),905349151,Selena Gomez,The Heart Wants What It Wants (Official Video),0.06513631148721144
"Enrique Iglesias, Juan Luis Guerra - Cuando Me Enamoro (Official Music Video)",904626882,"Enrique Iglesias, Juan Luis Guerra",Cuando Me Enamoro (Official Music Video),0.0650493451261759
"Arcángel, Bad Bunny - Me Acostumbré (Video Oficial)",904169679,"Arcángel, Bad Bunny",Me Acostumbré (Video Oficial),0.06499429461014304
Justin Bieber - Boyfriend,902910984,Justin Bieber,Boyfriend,0.06484273871641974
M.C. Hammer - U Can't Touch This,902032889,M.C. Hammer,U Can't Touch This,0.06473700978884081
"Sam Smith, Normani - Dancing With A Stranger (Official Music Video)",898977683,"Sam Smith, Normani",Dancing With A Stranger (Official Music Video),0.06436914110275023
Meghan Trainor - Like I'm Gonna Lose You (Official Video) ft. John Legend,897729739,Meghan Trainor,Like I'm Gonna Lose You (Official Video) ft. John Legend,0.0642188797064337
"Disney's Frozen ""Let It Go"" Sequence Performed by Idina Menzel",897592021,"Disney's Frozen ""Let It Go"" Sequence Performed by Idina Menzel",,0.06420229747279348
6IX9INE- GOOBA (Official Music Video),897528158,6IX9INE- GOOBA (Official Music Video),,0.06419460791015848
Myke Towers x @JuhnTV  - BANDIDO (Video Oficial),897009637,Myke Towers x @JuhnTV ,BANDIDO (Video Oficial),0.06413217426771985
Fetty Wap  - Trap Queen (Official Video) Prod. By Tony Fadd,896998710,Fetty Wap ,Trap Queen (Official Video) Prod. By Tony Fadd,0.06413085857865243
Juan Gabriel - Así Fue (En Vivo [Desde el Instituto Nacional de Bellas Artes]),896363133,Juan Gabriel,Así Fue (En Vivo [Desde el Instituto Nacional de Bellas Artes]),0.0640543305553704
Ozuna - Tu Foto (Video Oficial) | Odisea,895226675,Ozuna,Tu Foto (Video Oficial) | Odisea,0.06391749287200071
Dhurata Dora ft. Soolking - Zemër,895109132,Dhurata Dora ft. Soolking,Zemër,0.06390333985286907
"'Chittiyaan Kalaiyaan' FULL VIDEO SONG | Roy | Meet Bros Anjjan, Kanika Kapoor | T-SERIES",894990998,"'Chittiyaan Kalaiyaan' FULL VIDEO SONG | Roy | Meet Bros Anjjan, Kanika Kapoor | T-SERIES",,0.06388911567310422
Shakira - La Tortura (Official HD Video) ft. Alejandro Sanz,894823888,Shakira,La Tortura (Official HD Video) ft. Alejandro Sanz,0.06386899443213631
Omarion Ft. Chris Brown & Jhene Aiko - Post To Be (Official Music Video),894313179,Omarion Ft. Chris Brown & Jhene Aiko,Post To Be (Official Music Video),0.06380750141045312
Raataan Lambiyan – Official Video | Shershaah | Sidharth – Kiara | Tanishk B| Jubin Nautiyal  |Asees,893767073,Raataan Lambiyan – Official Video | Shershaah | Sidharth – Kiara | Tanishk B| Jubin Nautiyal  |Asees,,0.0637417463364299
Lil Wayne - Mirror ft. Bruno Mars (Official Music Video),893202869,Lil Wayne,Mirror ft. Bruno Mars (Official Music Video),0.06367381213357515
Prada : Jass Manak (Official Video) Satti Dhillon - Romantic Song - GK Digital - Geet MP3,891858016,Prada : Jass Manak (Official Video) Satti Dhillon,Romantic Song,0.06351188219952324
Abu Ft. Yousra - 3 Daqat | Official Music Video | أبو و يسرا - ثلاث دقات,890815353,Abu Ft. Yousra,3 Daqat | Official Music Video | أبو و يسرا,0.06338633810598412
KHAAB | AKHIL | PARMISH VERMA |  PUNJABI SONG 2024 | CROWN RECORDS | LATEST PUNJABI 2024 |,889281532,KHAAB | AKHIL | PARMISH VERMA |  PUNJABI SONG 2024 | CROWN RECORDS | LATEST PUNJABI 2024 |,,0.06320165507120083
Taylor Swift - Style,889003906,Taylor Swift,Style,0.06316822691223395
Laila Main Laila | Raees | Shah Rukh Khan | Sunny Leone | Pawni Pandey | Ram Sampath,888934124,Laila Main Laila | Raees | Shah Rukh Khan | Sunny Leone | Pawni Pandey | Ram Sampath,,0.06315982465960261
"""3 Peg Sharry Mann"" (Full Video) | Mista Baaz | Parmish Verma | Ravi Raj | Latest Punjabi Songs 2016",888477511,"""3 Peg Sharry Mann"" (Full Video) | Mista Baaz | Parmish Verma | Ravi Raj | Latest Punjabi Songs 2016",,0.06310484518379578
Carlos Baute - Colgando en tus manos (con Marta Sanchez),882894444,Carlos Baute,Colgando en tus manos (con Marta Sanchez),0.062432603926857386
Romeo Santos - Yo También (Official Video) ft. Marc Anthony,880898720,Romeo Santos,Yo También (Official Video) ft. Marc Anthony,0.062192304462376294
Eminem - Venom,880560222,Eminem,Venom,0.06215154687859821
Preto no Branco - Ninguém Explica Deus (Ao Vivo) ft. Gabriela Rocha,878600186,Preto no Branco,Ninguém Explica Deus (Ao Vivo) ft. Gabriela Rocha,0.061915544504941494
J. Balvin - Ginza (Official Video),878572720,J. Balvin,Ginza (Official Video),0.061912237401809275
"Christian Nodal, Ángela Aguilar - Dime Cómo Quieres (Video Oficial)",878426645,"Christian Nodal, Ángela Aguilar",Dime Cómo Quieres (Video Oficial),0.061894648925509915
"Sofia Reyes - 1, 2, 3 (feat. Jason Derulo & De La Ghetto) [Official Video]",876453935,Sofia Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto) [Official Video]",0.061657120511472444
Calvin Harris - Blame ft. John Newman,876435278,Calvin Harris,Blame ft. John Newman,0.06165487407503693
Future - Low Life (Official Music Video) ft. The Weeknd,876176113,Future,Low Life (Official Music Video) ft. The Weeknd,0.06162366875270166
Martin Garrix & Bebe Rexha - In The Name Of Love (Official Video),872413615,Martin Garrix & Bebe Rexha,In The Name Of Love (Official Video),0.06117063704365211
Gorillaz - Clint Eastwood (Official Video),872326849,Gorillaz,Clint Eastwood (Official Video),0.06116018979576855
Dua Lipa - IDGAF (Official Music Video),872109492,Dua Lipa,IDGAF (Official Music Video),0.06113401845609372
The Black Eyed Peas - My Humps,869925377,The Black Eyed Peas,My Humps,0.06087103536581412
Duke Dumont - Ocean Drive (Official Music Video),869717833,Duke Dumont,Ocean Drive (Official Music Video),0.0608460455816274
The Neighbourhood - Sweater Weather (Official Video),868353782,The Neighbourhood,Sweater Weather (Official Video),0.06068180407086493
Piso 21 ft. Paulo Londra - Te Amo (Video Oficial),864491633,Piso 21 ft. Paulo Londra,Te Amo (Video Oficial),0.060216773667639736
Adele - Set Fire To The Rain (Live at The Royal Albert Hall),864353327,Adele,Set Fire To The Rain (Live at The Royal Albert Hall),0.06020012063458781
Roxette - It Must Have Been Love (Official Music Video),864347942,Roxette,It Must Have Been Love (Official Music Video),0.06019947224201637
Pablo Alboran - Donde Está El Amor ft. Jesse & Joy (Videoclip oficial),862891712,Pablo Alboran,Donde Está El Amor ft. Jesse & Joy (Videoclip oficial),0.060024131719398355
"Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã",861854136,Poesia Acústica #6,Era Uma Vez,0.05989920013709617
Nelly - Just A Dream (Official Music Video),859804284,Nelly,Just A Dream (Official Music Video),0.0596523832737095
"Los Ángeles Azules, Belinda, Lalo Ebratt - Amor A Primera Vista ft. Horacio Palencia",858884889,"Los Ángeles Azules, Belinda, Lalo Ebratt",Amor A Primera Vista ft. Horacio Palencia,0.05954168153030881
"Bruno Mars, Anderson .Paak, Silk Sonic - Leave the Door Open [Official Video]",858314310,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave the Door Open [Official Video],0.0594729797317915
Green Day - Boulevard Of Broken Dreams [Official Music Video] [4K Upgrade],857998572,Green Day,Boulevard Of Broken Dreams [Official Music Video] [4K Upgrade],0.05943496261503771
Jason Mraz - I'm Yours (Official Video) [4K Remaster],856115918,Jason Mraz,I'm Yours (Official Video) [4K Remaster],0.059208277588449265
Anitta & J Balvin - Downtown [Official Music Video],855948359,Anitta & J Balvin,Downtown [Official Music Video],0.059188102284665284
Farruko - Chillax (Official Video) ft. Ky-Mani Marley,855826244,Farruko,Chillax (Official Video) ft. Ky-Mani Marley,0.0591733987639855
Alicia Keys - No One (Official Music Video),855379536,Alicia Keys,No One (Official Music Video),0.05911961192112576
Zara Larsson - Lush Life,854981915,Zara Larsson,Lush Life,0.059071735504664144
Beyoncé - Crazy In Love ft. JAY Z,854604849,Beyoncé,Crazy In Love ft. JAY Z,0.05902633405743295
"Snoop Dogg & Wiz Khalifa - Young, Wild and Free ft. Bruno Mars [Official Video]",854509377,Snoop Dogg & Wiz Khalifa,"Young, Wild and Free ft. Bruno Mars [Official Video]",0.05901483854479045
Lilly Wood & The Prick and Robin Schulz - Prayer In C (Robin Schulz Remix) (Official),854212980,Lilly Wood & The Prick and Robin Schulz,Prayer In C (Robin Schulz Remix) (Official),0.058979150222971496
Guns N' Roses - Paradise City (Official Music Video),853709813,Guns N' Roses,Paradise City (Official Music Video),0.0589185653121098
Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding,853221057,Calvin Harris,I Need Your Love (Official Video) ft. Ellie Goulding,0.058859715588870556
Jonas Blue - Mama ft. William Singe,853048934,Jonas Blue,Mama ft. William Singe,0.05883899074679576
Charlie Puth - One Call Away [Official Video],851810156,Charlie Puth,One Call Away [Official Video],0.05868983300253304
James Blunt - You're Beautiful (Official Music Video) [4K],851245965,James Blunt,You're Beautiful (Official Music Video) [4K],0.058621900364971405
"Tera Fitoor Lyrical - Genius | Utkarsh Sharma, Ishita Chauhan | Arijit Singh | Himesh Reshammiya",851133987,Tera Fitoor Lyrical,"Genius | Utkarsh Sharma, Ishita Chauhan | Arijit Singh | Himesh Reshammiya",0.058608417411700475
Christian Nodal - De Los Besos Que Te Di (Video Oficial),847788425,Christian Nodal,De Los Besos Que Te Di (Video Oficial),0.058205587783461146
So High | Official Music Video | Sidhu Moose Wala ft. BYG BYRD | Humble Music,847200717,So High | Official Music Video | Sidhu Moose Wala ft. BYG BYRD | Humble Music,,0.05813482353065301
La Bachata - MTZ Manuel Turizo | Video Oficial,844841950,La Bachata,MTZ Manuel Turizo | Video Oficial,0.05785081108858402
PSY (ft. HYUNA) - 오빤 딱 내 스타일 M/V,843090713,PSY (ft. HYUNA),오빤 딱 내 스타일 M/V,0.05763994961010328
Rauw Alejandro & Chencho Corleone - El Efecto (Video Oficial),842945576,Rauw Alejandro & Chencho Corleone,El Efecto (Video Oficial),0.057622474075722574
Adexe y Nau - Andas En Mi Cabeza  (Chino & Nacho ft. Daddy Yankee Cover),841612793,Adexe y Nau,Andas En Mi Cabeza  (Chino & Nacho ft. Daddy Yankee Cover),0.057461997456125125
"Ariana Grande - thank u, next (Official Video)",841348028,Ariana Grande,"thank u, next (Official Video)",0.05743011785367842
"Santa Fe Klan, Neto Peña, Yoss Bones - Debo Entender",841311922,"Santa Fe Klan, Neto Peña, Yoss Bones",Debo Entender,0.057425770432660006
Robin Schulz - Sugar (feat. Francesco Yates) (OFFICIAL MUSIC VIDEO),840339926,Robin Schulz,Sugar (feat. Francesco Yates) (OFFICIAL MUSIC VIDEO),0.05730873515209127
Jonas Blue - Perfect Strangers ft. JP Cooper,839327568,Jonas Blue,Perfect Strangers ft. JP Cooper,0.05718683999761942
BANDA MS - TU POSTURA (VIDEO OFICIAL),838583087,BANDA MS,TU POSTURA (VIDEO OFICIAL),0.05709719915268478
"Ariana Grande, The Weeknd - Love Me Harder",836038374,"Ariana Grande, The Weeknd",Love Me Harder,0.05679079748033024
BADSHAH - Paani Paani | Jacqueline Fernandez | Official Music Video | Aastha Gill | Trending Song,835323990,BADSHAH,Paani Paani | Jacqueline Fernandez | Official Music Video | Aastha Gill | Trending Song,0.05670478052977301
"TWICE ""What is Love?"" M/V",834720169,"TWICE ""What is Love?"" M/V",,0.05663207615635142
Imran Khan - Amplifier (Official Music Video),834687442,Imran Khan,Amplifier (Official Music Video),0.05662813559113594
"Dil Meri Na Sune Lyrical - Genius | Utkarsh Sharma, Ishita | Atif Aslam | Himesh Reshammiya",833539141,Dil Meri Na Sune Lyrical,"Genius | Utkarsh Sharma, Ishita | Atif Aslam | Himesh Reshammiya",0.056489871925737775
Coke Studio | Season 14 | Pasoori | Ali Sethi x Shae Gill,831782480,Coke Studio | Season 14 | Pasoori | Ali Sethi x Shae Gill,,0.05627835735880625
"KAROL G, Maluma - Créeme (Official Video)",831539068,"KAROL G, Maluma",Créeme (Official Video),0.05624904881050585
"Lil Wayne, Wiz Khalifa & Imagine Dragons w/ Logic & Ty Dolla $ign ft X Ambassadors - Sucker for Pain",831308680,"Lil Wayne, Wiz Khalifa & Imagine Dragons w/ Logic & Ty Dolla $ign ft X Ambassadors",Sucker for Pain,0.05622130844509317
Zoé - Labios Rotos (MTV Unplugged),830287009,Zoé,Labios Rotos (MTV Unplugged),0.05609829193871459
Toni Braxton - Un-Break My Heart (Official HD Video),829633836,Toni Braxton,Un-Break My Heart (Official HD Video),0.05601964523099673
"संकटमोचन हनुमान अष्टक, Sankat Mochan Hanuman Ashtak,HARIHARAN,Hindi, English Lyrics, Hanuman Chalisa",829035311,"संकटमोचन हनुमान अष्टक, Sankat Mochan Hanuman Ashtak,HARIHARAN,Hindi, English Lyrics, Hanuman Chalisa",,0.05594757853390908
Maroon 5 - Moves Like Jagger ft. Christina Aguilera (Official Music Video),828387887,Maroon 5,Moves Like Jagger ft. Christina Aguilera (Official Music Video),0.05586962404696991
Demi Lovato - Heart Attack (Official Video),828189625,Demi Lovato,Heart Attack (Official Video),0.05584575188206786
"Shakira - Whenever, Wherever (Official HD Video)",827939957,Shakira,"Whenever, Wherever (Official HD Video)",0.055815690066557275
Rauw Alejandro❌Chencho Corleone FT. Kevvo ❌ Bryant Myers❌Lyanno ❌Dalex - El Efecto RMX (VIDEO LYRIC),827645157,Rauw Alejandro❌Chencho Corleone FT. Kevvo ❌ Bryant Myers❌Lyanno ❌Dalex,El Efecto RMX (VIDEO LYRIC),0.055780194034977235
"Jesús Adrián Romero, Marcela Gándara - Tú Estás Aquí (Video Oficial)",826056155,"Jesús Adrián Romero, Marcela Gándara",Tú Estás Aquí (Video Oficial),0.055588866812545976
"Black Eyed Peas, Shakira - GIRL LIKE ME (Official Music Video)",826027517,"Black Eyed Peas, Shakira",GIRL LIKE ME (Official Music Video),0.05558541859221902
The Weeknd - Blinding Lights (Official Audio),825194641,The Weeknd,Blinding Lights (Official Audio),0.055485134356132684
"Dr. Dre - The Next Episode (Official Music Video) ft. Snoop Dogg, Kurupt, Nate Dogg",824898146,Dr. Dre,"The Next Episode (Official Music Video) ft. Snoop Dogg, Kurupt, Nate Dogg",0.05544943423441179
Housefull 4: Shaitan Ka Saala Video | Akshay Kumar | Sohail Sen Feat. Vishal Dadlani,824639598,Housefull 4: Shaitan Ka Saala Video | Akshay Kumar | Sohail Sen Feat. Vishal Dadlani,,0.055418303203295924
Red Hot Chili Peppers - Otherside [Official Music Video] [HD UPGRADE],824564331,Red Hot Chili Peppers,Otherside [Official Music Video] [HD UPGRADE],0.05540924051737689
"Farruko, Bad Bunny, Rvssian - Krippy Kush (Official Video)",823939379,"Farruko, Bad Bunny, Rvssian",Krippy Kush (Official Video),0.055333991820199116
"Luis Miguel - ""Ahora te puedes marchar"" (Video Oficial)",822669247,Luis Miguel,"""Ahora te puedes marchar"" (Video Oficial)",0.055181058829755394
Chris Stapleton - Tennessee Whiskey (Official Audio),822639839,Chris Stapleton,Tennessee Whiskey (Official Audio),0.05517751789591312
Algo Me Gusta De Ti (Official Video),822074578,Algo Me Gusta De Ti (Official Video),,0.05510945642268733
Guns N' Roses - Patience,822022636,Guns N' Roses,Patience,0.055103202233839535
Maroon 5 - She Will Be Loved (Official Music Video),821606709,Maroon 5,She Will Be Loved (Official Music Video),0.055053121643856534
Aaj Ki Raat | Stree 2 | Tamannaah Bhatia | Sachin-Jigar | Madhubanti | Divya | Amitabh,821203476,Aaj Ki Raat | Stree 2 | Tamannaah Bhatia | Sachin-Jigar | Madhubanti | Divya | Amitabh,,0.05500456950239754
Capital Cities - Safe And Sound,820852925,Capital Cities,Safe And Sound,0.054962360651086783
The Black Eyed Peas - I Gotta Feeling (Official Music Video),820849662,The Black Eyed Peas,I Gotta Feeling (Official Music Video),0.05496196776251472
